Customer Loyalty ID,Gender,Geographic Region,Loyalty Status,Neigborhood Cluster-55 Level,Neighborhood Cluster-7 Level,Television Region,Affluence Grade,Age,Loyalty Card Tenure,Organics Purchase Indicator
10307281,F,Midlands,Platinum,53,F,East,0,66,4,0
10309519,U,South East,Platinum,27,D,London,12,72,3,0
10309594,U,South East,Gold,52,F,London,9,75,2,0
10310754,U,South East,Silver,35,D,S & S East,0,42,8,0
10311084,F,Midlands,Tin,33,D,Midlands,12,35,8,1
10311319,F,Midlands,Gold,38,E,Midlands,10,57,6,1
10311661,M,South East,Silver,12,B,London,6,58,8,0
10311882,M,South West,Gold,14,B,S West,9,64,8,0
10312323,U,Midlands,Gold,1,A,East,11,60,6,0
10313575,M,South East,Silver,36,E,London,12,34,4,1
10313729,M,Midlands,Gold,49,F,East,13,50,4,0
10314636,F,Midlands,Silver,27,D,Wales & West,7,74,8,0
10314814,U,South East,Gold,10,B,London,5,54,2,0
10315063,U,U,Gold,9,B,Unknown,13,0,2,0
10315667,U,North,Tin,51,F,Yorkshire,9,33,8,0
10315888,F,South East,Silver,27,D,S & S East,4,68,9,0
10315977,M,South East,Tin,21,C,London,6,36,8,1
10316302,U,Midlands,Silver,44,E,Midlands,9,0,9,0
10316485,U,North,Silver,32,D,N West,10,54,4,0
10318860,F,North,Gold,23,C,Yorkshire,5,60,2,0
10319603,M,Midlands,Silver,27,D,Midlands,8,37,1,0
10320121,F,Midlands,Tin,30,D,Midlands,15,0,8,1
10470220,U,North,Silver,31,D,N East,9,41,2,1
10476024,M,South East,Silver,44,E,London,9,32,5,1
10476695,U,South East,Platinum,12,B,London,6,65,7,0
10478310,M,Midlands,Silver,27,D,East,6,64,9,0
10481125,F,North,Silver,24,C,Yorkshire,8,57,1,0
10482547,F,North,Silver,U,Unknown,Yorkshire,4,51,5,0
10484078,U,South East,Gold,9,B,London,6,72,2,0
10485805,F,North,Silver,12,B,N East,6,47,8,0
10497803,F,Midlands,Gold,35,D,Wales & West,8,63,14,0
10501401,F,Scottish,Silver,10,B,C Scotland,3,50,9,0
10505571,F,Scottish,Gold,4,A,C Scotland,13,54,23,1
10505865,F,North,Tin,53,F,N West,16,35,5,1
10509453,F,North,Tin,51,F,N West,8,31,4,1
10509976,U,North,Gold,33,D,N East,8,67,8,0
10513434,F,North,Tin,38,E,Yorkshire,12,37,8,0
10517014,F,South East,Platinum,22,C,London,0,48,8,1
10526196,F,Midlands,Silver,38,E,East,8,43,5,1
10527567,F,South East,Gold,19,C,S & S East,8,49,2,1
10533052,M,South East,Silver,46,F,London,7,51,5,0
10536310,M,South East,Silver,38,E,London,6,51,8,0
10537074,M,South East,Gold,18,C,London,9,61,21,0
10541853,U,Midlands,Silver,5,B,Midlands,13,67,6,0
10560963,M,North,Silver,22,C,N West,9,0,4,0
10564993,U,Midlands,Tin,U,Unknown,Wales & West,9,51,8,0
10566643,M,North,Silver,22,C,N West,8,49,8,0
10567631,M,North,Silver,33,D,Yorkshire,6,39,4,0
10568972,U,Midlands,Silver,54,F,Midlands,7,49,5,0
10570241,F,Midlands,Silver,35,D,Midlands,7,55,1,0
10570950,F,South East,Tin,41,E,London,5,74,12,0
10573100,F,Midlands,Platinum,14,B,East,6,71,3,0
10576002,F,North,Tin,12,B,N West,8,53,5,1
10576320,F,South East,Silver,27,D,London,12,59,3,0
10576460,M,South East,Silver,27,D,London,0,39,9,1
10580123,F,South East,Gold,1,A,London,7,54,8,0
10582304,U,South East,Gold,37,E,S & S East,13,54,4,0
10584161,F,South East,Tin,52,F,London,9,32,6,0
10585869,M,North,Tin,18,C,N West,6,53,5,0
10586121,F,North,Silver,35,D,N West,11,43,8,0
10587063,F,Midlands,Gold,5,B,Midlands,9,76,8,0
10587624,F,South East,Tin,28,D,London,6,66,5,1
10591079,M,South East,Gold,28,D,London,4,63,7,0
10595546,F,South East,Tin,31,D,London,6,29,4,0
10598618,M,U,Silver,38,E,Unknown,15,58,0,0
10600175,F,South East,Tin,24,C,S & S East,9,52,7,0
10603433,M,South East,Silver,15,B,S & S East,20,59,3,1
10604065,M,South East,Silver,27,D,London,7,40,6,1
10605096,F,North,Silver,51,F,N West,5,67,8,0
10606653,F,South East,Tin,27,D,London,8,39,5,1
10610243,F,Midlands,Tin,35,D,Midlands,0,31,0,1
10611150,F,South East,Gold,49,F,S & S East,8,75,1,0
10614532,U,South East,Gold,50,F,London,6,53,6,0
10620788,F,South West,Tin,16,C,S West,10,0,7,0
10621571,F,North,Silver,12,B,N West,7,67,9,0
10622462,F,South East,Silver,14,B,S & S East,12,64,5,1
10623043,F,Midlands,Tin,51,F,Wales & West,6,51,8,0
10624171,F,Midlands,Gold,52,F,Midlands,10,43,2,1
10625739,F,Midlands,Gold,U,Unknown,Ulster,8,35,4,1
10628045,U,North,Gold,12,B,N West,8,31,1,0
10629629,F,Midlands,Tin,47,F,Midlands,11,31,5,0
10631348,F,South East,Silver,5,B,S & S East,7,40,5,0
10638067,F,Scottish,Gold,11,B,Border,13,66,13,1
10641963,F,South East,Silver,28,D,S & S East,11,53,8,1
10644296,M,South East,Tin,32,D,S & S East,9,53,7,0
10646639,U,Midlands,Gold,18,C,Wales & West,8,0,4,0
10649506,F,Scottish,Silver,U,Unknown,N Scot,7,48,1,0
10650067,F,South West,Gold,8,B,S West,10,56,15,0
10651365,M,Midlands,Gold,52,F,Wales & West,12,69,2,1
10652078,F,Scottish,Gold,32,D,C Scotland,6,65,9,0
10655573,M,South East,Silver,46,F,S & S East,12,40,4,0
10657142,F,South East,Gold,52,F,London,2,72,19,0
10659358,F,Scottish,Silver,17,C,C Scotland,6,61,11,0
10659854,M,Midlands,Silver,2,A,Midlands,6,69,3,1
10674519,F,Midlands,Tin,28,D,Midlands,0,50,5,0
10678190,M,South East,Gold,27,D,London,9,53,4,0
10679510,F,Midlands,Silver,24,C,Midlands,12,54,1,0
10684247,M,Midlands,Silver,32,D,Midlands,8,76,19,0
10684840,F,Midlands,Tin,37,E,East,7,0,9,0
10685197,M,Midlands,Gold,25,C,Wales & West,5,79,1,0
10689729,U,South East,Tin,28,D,London,12,0,9,0
10690794,F,North,Gold,37,E,N West,9,66,1,0
10691901,F,South West,Tin,38,E,S West,10,33,8,1
10694315,F,Midlands,Tin,49,F,East,8,43,5,0
10696156,F,North,Gold,27,D,N West,10,79,5,0
10699465,F,South East,Gold,50,F,S & S East,7,52,2,0
10701060,M,South East,Silver,12,B,London,8,0,0,1
10704280,F,Midlands,Gold,U,Unknown,Ulster,5,56,0,0
10704388,U,South East,Platinum,48,F,London,8,63,9,0
10706941,M,Midlands,Gold,37,E,Midlands,16,71,12,0
10709622,F,South East,Platinum,10,B,London,11,71,25,0
10722068,U,North,Tin,28,D,N East,5,58,4,0
10725393,U,North,Platinum,4,A,Yorkshire,9,74,3,0
10725709,M,North,Gold,4,A,N West,8,62,6,0
10727531,U,South East,Gold,6,B,S & S East,8,61,4,0
10729313,F,Midlands,Silver,53,F,Midlands,13,62,2,1
10730613,F,South East,Tin,26,C,London,7,39,5,1
10733906,F,Midlands,Silver,2,A,Midlands,5,61,4,0
10738606,F,North,Silver,52,F,Yorkshire,17,30,1,1
10741062,U,South East,Silver,14,B,London,8,0,2,0
10744878,M,Midlands,Gold,4,A,Midlands,4,58,18,0
10749179,F,Midlands,Silver,44,E,Midlands,6,50,10,1
10749519,M,South East,Silver,4,A,London,8,43,1,0
10754768,F,South West,Gold,27,D,S West,12,65,3,0
10756388,F,Midlands,Silver,53,F,Midlands,3,49,9,0
10760296,U,South East,Silver,22,C,S & S East,6,74,8,0
10763635,M,South East,Gold,4,A,London,4,43,6,0
10765832,F,Midlands,Silver,38,E,Midlands,11,32,9,1
10779752,M,Scottish,Tin,15,B,C Scotland,0,40,5,1
10780289,M,South West,Silver,6,B,S West,9,67,8,0
10780416,F,North,Tin,50,F,N East,10,41,0,0
10780866,F,North,Silver,51,F,Yorkshire,6,51,9,0
10781501,F,Midlands,Silver,24,C,East,12,54,5,1
10782141,F,North,Gold,24,C,Yorkshire,8,70,5,0
10783385,F,Midlands,Silver,47,F,Midlands,13,55,5,0
10787232,F,Scottish,Gold,1,A,C Scotland,4,62,3,0
10788433,M,Midlands,Silver,24,C,Midlands,10,69,22,0
10790888,M,Midlands,Gold,19,C,Midlands,9,59,8,0
10796568,F,South East,Silver,10,B,London,5,77,0,0
10796916,M,South West,Silver,46,F,S West,6,48,5,0
10803335,M,South East,Silver,4,A,London,11,70,9,0
10806237,M,U,Tin,44,E,Unknown,13,50,5,1
10808205,M,North,Tin,52,F,N West,11,26,5,1
10808884,F,Scottish,Tin,39,E,C Scotland,6,35,5,0
10810579,M,Scottish,Silver,52,F,C Scotland,3,76,31,0
10812709,F,South East,Tin,30,D,S & S East,5,54,8,0
10816704,F,Scottish,Gold,10,B,C Scotland,10,48,8,0
10833552,M,North,Tin,8,B,Yorkshire,10,0,8,0
10835105,M,Midlands,Silver,24,C,Midlands,6,59,8,0
10841210,M,Midlands,Silver,50,F,Midlands,6,45,9,0
10844236,F,South East,Tin,10,B,London,9,44,4,1
10845003,U,South East,Tin,24,C,S & S East,7,48,5,0
10846824,F,South East,Silver,6,B,S & S East,7,68,16,0
10850465,U,Midlands,Platinum,11,B,East,9,71,3,0
10852662,F,South East,Gold,4,A,London,1,65,5,0
10861173,F,Midlands,Gold,14,B,East,10,63,2,0
10865659,F,South East,Gold,14,B,London,0,38,5,1
10869034,M,Midlands,Platinum,19,C,Midlands,10,50,11,0
10869069,U,North,Gold,28,D,N West,9,53,6,0
10869468,F,South East,Silver,27,D,London,6,60,4,0
10871780,U,North,Tin,23,C,N East,8,54,4,0
10874313,F,Midlands,Tin,53,F,Wales & West,8,51,5,0
10875646,M,South East,Gold,21,C,London,8,57,7,0
10876359,M,Midlands,Tin,51,F,Wales & West,5,31,4,0
10877126,M,North,Silver,52,F,Yorkshire,11,43,11,0
10878653,F,South East,Tin,44,E,S & S East,4,44,7,0
10878971,F,North,Silver,51,F,N West,8,63,12,1
10879943,F,North,Tin,52,F,Yorkshire,7,45,5,0
10889302,F,Midlands,Gold,39,E,Midlands,9,26,2,1
10890173,F,North,Gold,17,C,N East,12,76,11,0
10890785,M,South East,Silver,18,C,S & S East,0,52,29,0
10891056,M,Scottish,Silver,8,B,N Scot,0,0,3,0
10891617,M,Midlands,Platinum,33,D,East,11,62,8,0
10897348,U,South East,Silver,3,A,S & S East,10,0,16,0
10899588,M,Midlands,Gold,28,D,East,8,67,7,0
10900403,U,Midlands,Tin,U,Unknown,Midlands,10,54,5,0
10904069,F,Midlands,Silver,11,B,Wales & West,0,52,5,0
10908242,F,North,Tin,32,D,N East,7,58,4,0
10911227,F,South East,Silver,10,B,London,12,40,8,0
10911537,F,South East,Silver,14,B,London,8,50,8,0
10916865,F,South East,Gold,14,B,London,14,39,2,1
10918590,M,South East,Gold,47,F,London,0,72,1,0
10920781,F,South East,Gold,4,A,London,14,40,2,0
10922725,F,Scottish,Silver,12,B,N Scot,13,55,2,1
10924183,F,North,Silver,20,C,N East,10,48,12,0
10933050,F,Midlands,Silver,18,C,Midlands,9,41,6,1
10937110,M,South East,Silver,10,B,London,10,65,8,0
10941428,F,South East,Silver,33,D,S & S East,12,36,11,1
10942629,U,South East,Tin,44,E,London,9,35,5,0
10944605,F,Midlands,Tin,32,D,Wales & West,10,49,5,0
10948600,M,Midlands,Tin,27,D,Wales & West,13,48,4,0
10949860,U,North,Silver,24,C,Yorkshire,5,71,9,0
10957650,F,South East,Silver,50,F,London,27,38,10,1
10962190,M,North,Gold,37,E,N East,9,64,1,0
10965483,M,South East,Gold,34,D,S & S East,6,43,8,1
10972331,F,South East,Gold,27,D,London,10,67,8,0
10972560,M,Scottish,Platinum,27,D,C Scotland,7,66,17,0
10977074,F,South East,Tin,19,C,S & S East,7,46,9,0
10978577,U,South East,Silver,14,B,S & S East,5,54,5,0
10979700,U,Midlands,Silver,32,D,East,12,49,3,0
10980768,F,South East,Gold,13,B,S & S East,9,74,17,0
10985190,F,South East,Silver,24,C,London,12,45,6,0
10986790,U,North,Silver,36,E,N West,8,59,9,0
10989234,U,Midlands,Silver,8,B,Wales & West,0,56,8,0
11002492,M,Scottish,Gold,10,B,N Scot,12,74,12,0
11003545,U,Midlands,Gold,38,E,Midlands,8,70,4,0
11003898,F,Midlands,Silver,44,E,Wales & West,13,74,2,1
11005319,M,South East,Silver,25,C,London,10,0,9,0
11007915,F,Midlands,Tin,6,B,East,14,67,8,0
11008431,U,Midlands,Gold,12,B,Midlands,4,55,1,0
11012544,U,Midlands,Gold,50,F,East,2,64,7,0
11015039,M,South East,Silver,18,C,London,8,45,5,0
11017376,F,North,Tin,38,E,Yorkshire,9,39,5,1
11023821,F,North,Gold,52,F,N West,12,68,2,0
11028416,F,North,Gold,32,D,Yorkshire,19,66,4,1
11030968,F,South East,Tin,34,D,London,10,47,9,1
11032480,U,U,Silver,24,C,Unknown,4,67,1,0
11034238,M,Midlands,Gold,28,D,East,8,65,9,0
11035137,U,South East,Silver,24,C,S & S East,7,68,8,0
11035218,F,Midlands,Silver,3,A,Midlands,10,72,13,0
11037075,U,South East,Tin,1,A,London,8,27,8,1
11041560,F,South East,Silver,4,A,London,8,74,11,0
11045248,F,Scottish,Tin,5,B,N Scot,14,42,10,1
11048220,F,South East,Gold,23,C,S & S East,5,74,6,0
11049391,M,South East,Gold,10,B,London,8,64,7,0
11051493,F,North,Tin,28,D,Yorkshire,9,33,4,0
11056207,U,South East,Silver,25,C,London,6,57,8,0
11058439,M,South East,Tin,27,D,London,11,32,4,0
11059117,F,Midlands,Gold,4,A,Midlands,7,54,2,0
11061839,M,South East,Silver,38,E,S & S East,8,76,7,0
11062169,M,Midlands,Silver,44,E,Midlands,6,43,5,0
11064404,U,Midlands,Platinum,28,D,East,13,74,6,0
11066482,F,North,Gold,53,F,N East,6,42,6,1
11066652,U,Midlands,Silver,15,B,Midlands,11,30,7,0
11068523,F,North,Silver,52,F,Yorkshire,12,38,5,1
11069171,F,Midlands,Tin,41,E,East,11,55,9,0
11071966,F,Scottish,Silver,32,D,Border,4,58,5,0
11072490,F,South West,Tin,53,F,S West,9,36,5,0
11074078,F,South East,Gold,25,C,London,9,75,12,0
11079711,F,South East,Gold,4,A,London,7,73,7,0
11080361,F,Midlands,Silver,19,C,Midlands,8,59,2,0
11081562,F,South East,Gold,12,B,London,9,60,10,0
11081724,M,North,Gold,35,D,Yorkshire,7,59,4,0
11086122,F,Scottish,Gold,3,A,C Scotland,2,69,32,0
11086696,F,Scottish,Silver,32,D,C Scotland,5,70,8,0
11090073,M,Midlands,Gold,14,B,Midlands,7,68,18,1
11091746,F,Midlands,Gold,25,C,Wales & West,7,51,7,0
11091975,M,South East,Tin,51,F,S & S East,3,45,8,0
11094052,U,South East,Gold,33,D,S & S East,15,75,1,0
11101490,F,Midlands,Silver,53,F,Midlands,4,66,8,1
11102896,F,South East,Gold,4,A,London,8,37,2,0
11103612,M,South East,Silver,18,C,London,5,73,8,0
11104031,U,South East,Tin,30,D,S & S East,5,51,9,0
11108789,F,Midlands,Gold,37,E,Wales & West,4,66,6,0
11112794,U,South East,Silver,14,B,London,6,67,8,0
11112964,M,South East,Tin,37,E,London,8,45,9,0
11118563,F,South West,Silver,30,D,S West,6,51,4,0
11118652,F,North,Silver,12,B,N West,9,50,21,0
11121467,M,Midlands,Gold,25,C,East,0,62,5,0
11123559,M,South East,Tin,52,F,London,5,51,5,0
11125489,F,South East,Platinum,40,E,London,15,75,7,0
11130652,F,South East,Gold,25,C,London,4,69,4,0
11131624,F,Midlands,Tin,12,B,Midlands,9,59,8,0
11133767,F,North,Tin,10,B,N West,7,35,5,1
11136677,U,South East,Gold,30,D,S & S East,15,75,6,0
11137258,F,Midlands,Silver,28,D,Midlands,2,53,20,0
11140798,F,South East,Gold,8,B,S & S East,14,66,5,0
11144467,F,South East,Gold,24,C,S & S East,8,65,8,0
11145382,M,Midlands,Silver,53,F,Midlands,7,50,5,0
11151994,M,South East,Silver,14,B,London,6,51,5,0
11152745,F,South East,Silver,6,B,S & S East,5,52,11,0
11153024,F,South West,Platinum,24,C,S West,6,71,4,0
11153520,F,South East,Silver,4,A,London,2,67,9,0
11153555,M,Midlands,Tin,8,B,Wales & West,9,50,5,0
11155981,F,South East,Gold,4,A,London,4,48,1,0
11161450,F,South East,Gold,36,E,London,8,70,4,0
11164883,F,South East,Tin,31,D,London,8,32,8,1
11167122,F,South East,Gold,U,Unknown,London,14,46,3,1
11170808,F,North,Silver,44,E,Yorkshire,10,35,2,1
11170832,F,North,Silver,30,D,N West,8,66,4,0
11174307,M,Scottish,Tin,47,F,C Scotland,8,49,4,0
11175656,F,Scottish,Silver,24,C,C Scotland,8,67,8,0
11182423,M,South East,Tin,38,E,London,12,31,9,0
11184817,M,Midlands,Gold,49,F,East,12,65,5,0
11189959,U,South East,Silver,41,E,London,0,52,15,0
11190450,F,Midlands,Silver,1,A,Wales & West,4,48,1,0
11190655,F,Midlands,Tin,23,C,East,9,45,5,0
11194472,F,Midlands,Tin,38,E,Midlands,14,37,0,1
11195010,U,Midlands,Silver,33,D,East,4,50,1,0
11195304,F,North,Tin,32,D,N West,12,63,4,0
11196718,F,South West,Silver,41,E,S West,6,45,4,0
11197749,U,South West,Silver,30,D,S West,7,71,14,0
11198850,F,North,Tin,47,F,N West,6,44,9,1
11199717,M,South East,Silver,50,F,London,8,56,8,0
11200456,F,South East,Tin,12,B,London,7,44,5,0
11200790,F,South East,Silver,14,B,London,11,63,7,0
11202173,F,North,Silver,8,B,N East,10,49,8,0
11205792,F,South West,Gold,34,D,S West,11,75,2,1
11205857,M,North,Gold,44,E,Yorkshire,5,0,9,0
11210052,F,Midlands,Silver,16,C,Midlands,5,63,5,0
11213507,M,South East,Silver,22,C,London,10,41,6,1
11214058,F,Midlands,Tin,33,D,Wales & West,6,47,8,0
11216565,F,Midlands,Gold,16,C,East,12,59,5,1
11220856,F,Midlands,Silver,10,B,East,13,30,5,1
11222328,U,North,Tin,17,C,N East,13,30,5,0
11232595,U,South East,Gold,52,F,London,7,34,10,1
11233478,U,North,Silver,2,A,Yorkshire,12,54,8,0
11236965,F,South East,Gold,25,C,S & S East,5,63,8,0
11238984,F,South East,Gold,6,B,S & S East,8,64,4,1
11241322,F,Midlands,Silver,52,F,Wales & West,8,40,5,1
11242396,U,Midlands,Tin,18,C,Midlands,3,0,8,0
11243066,M,Midlands,Gold,12,B,East,10,60,2,0
11245514,F,South East,Gold,24,C,S & S East,15,69,2,1
11252073,F,Midlands,Tin,12,B,Wales & West,12,0,5,0
11253584,M,South East,Silver,12,B,London,14,39,11,1
11260173,U,North,Silver,52,F,N West,7,47,5,0
11260645,F,South East,Tin,8,B,S & S East,14,55,8,1
11260939,F,Midlands,Tin,52,F,Midlands,0,47,8,0
11267224,F,South East,Tin,14,B,S & S East,12,59,4,0
11267631,F,Midlands,Gold,39,E,Midlands,9,33,1,1
11275502,F,Midlands,Tin,25,C,Wales & West,6,34,8,1
11275588,M,South East,Gold,38,E,London,15,48,6,1
11275847,F,South West,Silver,U,Unknown,S West,15,61,6,0
11279486,U,South East,Tin,28,D,London,14,40,9,0
11280182,M,North,Gold,10,B,N West,11,64,2,0
11282711,F,South East,Silver,27,D,S & S East,11,56,9,1
11285257,M,North,Tin,32,D,Yorkshire,9,0,8,0
11285575,M,Midlands,Tin,42,E,Midlands,14,39,8,1
11286423,M,Scottish,Gold,14,B,C Scotland,7,44,8,0
11287608,M,Scottish,Gold,1,A,C Scotland,6,32,12,1
11288612,F,South East,Silver,26,C,London,8,46,1,0
11293160,F,Midlands,Gold,52,F,East,9,59,1,0
11294396,F,South East,Silver,42,E,London,9,69,30,0
11295317,F,Midlands,Silver,U,Unknown,East,0,50,8,0
11297522,M,South East,Silver,3,A,London,9,77,15,0
11304219,U,Scottish,Silver,52,F,C Scotland,4,64,5,0
11307595,M,South East,Silver,4,A,London,6,79,5,0
11308710,F,South East,Gold,24,C,S & S East,6,51,8,0
11312122,M,North,Silver,50,F,N East,7,35,7,0
11317965,M,Scottish,Silver,52,F,C Scotland,9,44,4,0
11320311,F,Midlands,Tin,17,C,East,7,61,8,0
11321946,M,South East,Tin,18,C,S & S East,10,0,5,0
11332573,F,South East,Silver,32,D,London,8,37,1,1
11333901,F,Midlands,Silver,U,Unknown,Ulster,7,72,3,0
11334509,M,South East,Gold,35,D,London,11,54,5,0
11336587,M,Midlands,Silver,U,Unknown,Ulster,8,55,3,0
11337133,F,Midlands,Gold,18,C,Wales & West,6,76,1,0
11337540,U,North,Tin,10,B,Yorkshire,8,64,5,0
11341637,F,Midlands,Gold,3,A,East,6,52,5,0
11343044,F,Midlands,Gold,19,C,Midlands,10,70,4,1
11343796,F,South East,Tin,53,F,London,5,0,5,0
11344857,F,Midlands,Silver,33,D,East,7,41,8,0
11346760,F,North,Gold,14,B,Yorkshire,10,56,1,0
11358815,M,Midlands,Tin,44,E,Midlands,8,59,7,0
11360283,M,North,Silver,32,D,N East,13,61,2,0
11363231,F,Midlands,Tin,U,Unknown,Wales & West,10,42,8,1
11363843,M,Midlands,Tin,U,Unknown,Wales & West,11,53,9,0
11365471,F,Midlands,Silver,18,C,Wales & West,11,21,2,1
11366958,U,South East,Gold,14,B,S & S East,17,74,21,0
11367849,F,South East,Tin,25,C,London,9,35,7,1
11372613,M,South East,Silver,3,A,S & S East,3,57,9,0
11380225,F,Midlands,Gold,51,F,Midlands,11,43,9,0
11380519,F,South East,Silver,13,B,S & S East,10,60,5,0
11387246,F,South East,Gold,28,D,London,6,52,2,0
11392681,F,South West,Tin,27,D,S West,7,41,13,1
11393815,U,South East,Gold,24,C,S & S East,10,45,25,0
11394315,U,South East,Tin,9,B,London,7,62,5,0
11398280,M,South East,Silver,48,F,London,9,47,6,0
11402156,F,Midlands,Silver,44,E,Wales & West,9,59,11,0
11403624,F,South East,Gold,15,B,S & S East,8,53,10,0
11403969,F,Midlands,Gold,27,D,Midlands,13,55,0,0
11404892,M,South East,Tin,52,F,London,12,36,5,0
11405376,F,South East,Tin,24,C,S & S East,14,49,8,1
11408596,F,Scottish,Tin,16,C,C Scotland,2,48,4,0
11409061,F,North,Tin,28,D,N West,15,57,5,1
11412925,F,Scottish,Tin,12,B,N Scot,14,46,5,1
11415975,F,North,Tin,22,C,Yorkshire,9,44,9,0
11416408,F,South East,Silver,51,F,London,10,36,4,1
11416742,F,South East,Silver,17,C,London,8,58,6,0
11417722,M,Midlands,Silver,52,F,Midlands,8,40,4,0
11418338,F,Midlands,Platinum,18,C,Midlands,9,73,4,0
11419393,F,South East,Silver,44,E,S & S East,9,39,6,0
11422076,M,South East,Tin,53,F,S & S East,5,0,4,0
11425296,F,South East,Silver,16,C,London,12,37,2,1
11426799,U,South East,Silver,1,A,London,7,66,7,0
11427353,F,North,Silver,1,A,N West,4,46,30,0
11427825,F,North,Gold,8,B,Yorkshire,7,74,5,1
11431148,F,Midlands,Silver,38,E,Wales & West,11,66,2,0
11432861,M,South East,Tin,4,A,London,8,49,8,0
11435445,U,Scottish,Tin,1,A,C Scotland,3,43,7,0
11437995,F,U,Gold,20,C,Unknown,8,71,1,0
11438843,U,Midlands,Gold,33,D,Midlands,9,25,2,0
11441739,F,South East,Gold,10,B,London,9,53,8,0
11442778,U,Midlands,Gold,32,D,Wales & West,6,76,4,0
11443561,F,South East,Tin,4,A,London,11,37,5,1
11444126,F,South East,Gold,28,D,S & S East,8,76,6,1
11444908,U,South East,Silver,12,B,London,7,56,6,0
11450436,F,South East,Tin,23,C,S & S East,15,42,9,1
11457163,M,Scottish,Gold,52,F,N Scot,10,74,12,0
11462442,F,U,Silver,42,E,Unknown,8,65,5,0
11464747,F,North,Silver,53,F,N West,8,54,8,0
11468122,F,South East,Gold,10,B,London,6,0,2,0
11469234,M,South East,Silver,9,B,London,5,41,24,0
11470798,F,Midlands,Gold,53,F,Midlands,9,62,3,1
11470844,U,Midlands,Gold,1,A,Midlands,13,70,5,0
11477598,F,North,Gold,51,F,N East,7,54,3,0
11482214,F,South East,Silver,14,B,London,5,0,1,1
11484349,M,South West,Gold,38,E,S West,10,74,15,0
11487119,U,Midlands,Tin,53,F,Wales & West,8,55,1,0
11491884,F,North,Silver,52,F,Yorkshire,7,78,6,0
11492813,F,South East,Silver,26,C,London,6,40,4,0
11495782,U,South East,Tin,28,D,London,6,38,4,1
11497564,F,North,Gold,52,F,N East,9,46,2,0
11499133,F,North,Silver,51,F,N West,10,48,9,0
11499214,F,South East,Tin,14,B,London,10,47,4,1
11499834,F,South East,Silver,55,U,London,4,47,6,0
11500697,M,South East,Tin,3,A,London,5,41,8,0
11502045,F,Midlands,Silver,41,E,Midlands,10,37,9,1
11502134,F,South East,Silver,4,A,S & S East,5,0,5,0
11506881,F,South East,Gold,10,B,London,9,50,5,0
11510056,F,Midlands,Gold,25,C,Midlands,12,70,8,1
11511095,F,South East,Gold,30,D,S & S East,9,41,1,0
11519770,M,South East,Silver,9,B,London,11,40,5,0
11523395,F,North,Tin,38,E,N East,8,41,5,0
11525053,F,Midlands,Silver,45,E,Wales & West,13,34,3,1
11527951,F,Midlands,Tin,37,E,Midlands,0,39,5,1
11528168,U,North,Gold,27,D,Yorkshire,11,73,12,0
11528354,M,Midlands,Tin,47,F,Midlands,15,0,0,0
11532181,M,South East,Tin,32,D,London,5,42,8,0
11534389,U,Midlands,Tin,U,Unknown,Ulster,6,49,8,0
11536365,F,Midlands,Silver,5,B,Midlands,0,59,3,0
11536675,M,South East,Tin,22,C,London,2,31,5,0
11541148,F,North,Tin,35,D,N West,0,38,5,1
11549254,F,Midlands,Tin,49,F,Wales & West,0,32,4,0
11549556,U,Scottish,Silver,44,E,C Scotland,3,61,8,0
11550414,F,Midlands,Tin,24,C,Midlands,0,35,4,1
11553626,U,South West,Silver,8,B,S West,10,52,1,0
11554959,F,South East,Gold,12,B,London,10,46,0,0
11555033,M,South West,Gold,15,B,S West,12,57,8,0
11555912,F,Midlands,Silver,29,D,East,3,42,2,1
11557222,F,South East,Silver,24,C,London,11,53,5,1
11557605,F,South East,Silver,14,B,London,5,47,4,0
11561408,M,Midlands,Silver,U,Unknown,East,6,57,13,0
11561858,M,South East,Silver,32,D,S & S East,10,70,8,0
11562579,M,South East,Silver,3,A,London,5,55,7,0
11571896,F,South West,Tin,44,E,S West,7,38,5,0
11573228,F,North,Silver,28,D,N West,7,51,1,0
11573597,F,Midlands,Silver,U,Unknown,Ulster,11,65,1,0
11573929,F,South East,Silver,24,C,London,5,62,9,0
11581107,F,Midlands,Silver,50,F,East,4,57,8,0
11581859,F,Midlands,Gold,24,C,Midlands,8,48,8,0
11583479,M,South East,Silver,4,A,London,12,62,5,0
11584025,U,Midlands,Silver,17,C,East,0,54,3,0
11586052,F,North,Silver,22,C,N West,7,51,9,0
11586435,U,South East,Silver,21,C,London,5,25,2,0
11586788,M,South East,Silver,36,E,S & S East,11,50,4,0
11587601,M,South East,Gold,14,B,London,5,66,6,0
11591625,F,South East,Silver,U,Unknown,London,10,44,4,0
11595132,M,Midlands,Silver,U,Unknown,Ulster,7,51,0,0
11599022,F,South East,Silver,2,A,S & S East,9,76,30,1
11599871,F,South East,Tin,14,B,London,9,36,9,1
11604123,M,South East,Silver,41,E,London,11,0,5,0
11604255,M,Midlands,Gold,41,E,Midlands,5,77,8,0
11607785,U,North,Tin,4,A,N West,7,50,8,0
11616814,F,South East,Tin,21,C,London,10,54,7,1
11619236,U,U,Silver,30,D,Unknown,9,73,1,0
11619805,F,Midlands,Silver,38,E,Midlands,6,53,5,0
11622164,M,North,Silver,24,C,N West,2,0,11,0
11622903,F,South East,Tin,37,E,S & S East,8,55,4,0
11623705,F,South East,Silver,4,A,London,13,51,1,0
